#step: 0
0.002	0.00428571	-3.69026e+07
0.002	0.00485714	-3.75438e+07
0.002	0.00542857	-3.79129e+07
0.002	0.006	-3.80334e+07
0.002	0.00657143	-3.79129e+07
0.002	0.00714286	-3.75438e+07
0.002	0.00771429	-3.69026e+07
0.002	0.00828571	-3.59506e+07
0.002	0.00885714	-3.46062e+07
0.002	0.00942857	-3.27527e+07
0.002	0.01	-3.0192e+07
0.002	0.0105714	-2.64695e+07
0.002	0.0111429	-2.07886e+07
0.002	0.0117143	-8.66903e+06

0.00257143	0.000285714	-8.77394e+06
0.00257143	0.000857143	-2.17483e+07
0.00257143	0.00142857	-2.84745e+07
0.00257143	0.002	-3.27527e+07
0.00257143	0.00257143	-3.57719e+07
0.00257143	0.00314286	-3.79673e+07
0.00257143	0.00371429	-3.95682e+07
0.00257143	0.00428571	-4.07106e+07
0.00257143	0.00485714	-4.148e+07
0.00257143	0.00542857	-4.1923e+07
0.00257143	0.006	-4.20667e+07
0.00257143	0.00657143	-4.1923e+07
0.00257143	0.00714286	-4.148e+07
0.00257143	0.00771429	-4.07106e+07
0.00257143	0.00828571	-3.95682e+07
0.00257143	0.00885714	-3.79673e+07
0.00257143	0.00942857	-3.57719e+07
0.00257143	0.01	-3.27527e+07
0.00257143	0.0105714	-2.84745e+07
0.00257143	0.0111429	-2.17483e+07
0.00257143	0.0117143	-8.77394e+06

0.00314286	0.000285714	-8.84e+06
0.00314286	0.000857143	-2.24206e+07
0.00314286	0.00142857	-2.99083e+07
0.00314286	0.002	-3.46062e+07
0.00314286	0.00257143	-3.79673e+07
0.00314286	0.00314286	-4.04192e+07
0.00314286	0.00371429	-4.22183e+07
0.00314286	0.00428571	-4.35083e+07
0.00314286	0.00485714	-4.43787e+07
0.00314286	0.00542857	-4.488e+07
0.00314286	0.006	-4.50432e+07
0.00314286	0.00657143	-4.488e+07
0.00314286	0.00714286	-4.43787e+07
0.00314286	0.00771429	-4.35083e+07
0.00314286	0.00828571	-4.22183e+07
0.00314286	0.00885714	-4.04192e+07
0.00314286	0.00942857	-3.79673e+07
0.00314286	0.01	-3.46062e+07
0.00314286	0.0105714	-2.99083e+07
0.00314286	0.0111429	-2.24206e+07
0.00314286	0.0117143	-8.84e+06

0.00371429	0.000285714	-8.87497e+06
0.00371429	0.000857143	-2.28907e+07
0.00371429	0.00142857	-3.09419e+07
0.00371429	0.002	-3.59506e+07
0.00371429	0.00257143	-3.95682e+07
0.00371429	0.00314286	-4.22183e+07
0.00371429	0.00371429	-4.41728e+07
0.00371429	0.00428571	-4.55794e+07
0.00371429	0.00485714	-4.65314e+07
0.00371429	0.00542857	-4.70793e+07
0.00371429	0.006	-4.72581e+07
0.00371429	0.00657143	-4.70793e+07
0.00371429	0.00714286	-4.65314e+07
0.00371429	0.00771429	-4.55794e+07
0.00371429	0.00828571	-4.41728e+07
0.00371429	0.00885714	-4.22183e+07
0.00371429	0.00942857	-3.95682e+07
0.00371429	0.01	-3.59506e+07
0.00371429	0.0105714	-3.09419e+07
0.00371429	0.0111429	-2.28907e+07
0.00371429	0.0117143	-8.87497e+06

0.00428571	0.000285714	-8.89829e+06
0.00428571	0.000857143	-2.3221e+07
0.00428571	0.00142857	-3.16725e+07
0.00428571	0.002	-3.69026e+07
0.00428571	0.00257143	-4.07106e+07
0.00428571	0.00314286	-4.35083e+07
0.00428571	0.00371429	-4.55794e+07
0.00428571	0.00428571	-4.70754e+07
0.00428571	0.00485714	-4.80857e+07
0.00428571	0.00542857	-4.86686e+07
0.00428571	0.006	-4.8859e+07
0.00428571	0.00657143	-4.86686e+07
0.00428571	0.00714286	-4.80857e+07
0.00428571	0.00771429	-4.70754e+07
0.00428571	0.00828571	-4.55794e+07
0.00428571	0.00885714	-4.35083e+07
0.00428571	0.00942857	-4.07106e+07
0.00428571	0.01	-3.69026e+07
0.00428571	0.0105714	-3.16725e+07
0.00428571	0.0111429	-2.3221e+07
0.00428571	0.0117143	-8.89829e+06

0.00485714	0.000285714	-8.91383e+06
0.00485714	0.000857143	-2.34425e+07
0.00485714	0.00142857	-3.21621e+07
0.00485714	0.002	-3.75438e+07
0.00485714	0.00257143	-4.148e+07
0.00485714	0.00314286	-4.43787e+07
0.00485714	0.00371429	-4.65314e+07
0.00485714	0.00428571	-4.80857e+07
0.00485714	0.00485714	-4.91387e+07
0.00485714	0.00542857	-4.97488e+07
0.00485714	0.006	-4.9947e+07
0.00485714	0.00657143	-4.97488e+07
0.00485714	0.00714286	-4.91387e+07
0.00485714	0.00771429	-4.80857e+07
0.00485714	0.00828571	-4.65314e+07
0.00485714	0.00885714	-4.43787e+07
0.00485714	0.00942857	-4.148e+07
0.00485714	0.01	-3.75438e+07
0.00485714	0.0105714	-3.21621e+07
0.00485714	0.0111429	-2.34425e+07
0.00485714	0.0117143	-8.91383e+06

0.00542857	0.000285714	-8.9216e+06
0.00542857	0.000857143	-2.35707e+07
0.00542857	0.00142857	-3.24457e+07
0.00542857	0.002	-3.79129e+07
0.00542857	0.00257143	-4.1923e+07
0.00542857	0.00314286	-4.488e+07
0.00542857	0.00371429	-4.70793e+07
0.00542857	0.00428571	-4.86686e+07
0.00542857	0.00485714	-4.97488e+07
0.00542857	0.00542857	-5.03744e+07
0.00542857	0.006	-5.05765e+07
0.00542857	0.00657143	-5.03744e+07
0.00542857	0.00714286	-4.97488e+07
0.00542857	0.00771429	-4.86686e+07
0.00542857	0.00828571	-4.70793e+07
0.00542857	0.00885714	-4.488e+07
0.00542857	0.00942857	-4.1923e+07
0.00542857	0.01	-3.79129e+07
0.00542857	0.0105714	-3.24457e+07
0.00542857	0.0111429	-2.35707e+07
0.00542857	0.0117143	-8.9216e+06

0.006	0.000285714	-8.92549e+06
0.006	0.000857143	-2.36135e+07
0.006	0.00142857	-3.2539e+07
0.006	0.002	-3.80334e+07
0.006	0.00257143	-4.20667e+07
0.006	0.00314286	-4.50432e+07
0.006	0.00371429	-4.72581e+07
0.006	0.00428571	-4.8859e+07
0.006	0.00485714	-4.9947e+07
0.006	0.00542857	-5.05765e+07
0.006	0.006	-5.07785e+07
0.006	0.00657143	-5.05765e+07
0.006	0.00714286	-4.9947e+07
0.006	0.00771429	-4.8859e+07
0.006	0.00828571	-4.72581e+07
0.006	0.00885714	-4.50432e+07
0.006	0.00942857	-4.20667e+07
0.006	0.01	-3.80334e+07
0.006	0.0105714	-3.2539e+07
0.006	0.0111429	-2.36135e+07
0.006	0.0117143	-8.92549e+06

0.00657143	0.000285714	-8.9216e+06
0.00657143	0.000857143	-2.35707e+07
0.00657143	0.00142857	-3.24457e+07
0.00657143	0.002	-3.79129e+07
0.00657143	0.00257143	-4.1923e+07
0.00657143	0.00314286	-4.488e+07
0.00657143	0.00371429	-4.70793e+07
0.00657143	0.00428571	-4.86686e+07
0.00657143	0.00485714	-4.97488e+07
0.00657143	0.00542857	-5.03744e+07
0.00657143	0.006	-5.05765e+07
0.00657143	0.00657143	-5.03744e+07
0.00657143	0.00714286	-4.97488e+07
0.00657143	0.00771429	-4.86686e+07
0.00657143	0.00828571	-4.70793e+07
0.00657143	0.00885714	-4.488e+07
0.00657143	0.00942857	-4.1923e+07
0.00657143	0.01	-3.79129e+07
0.00657143	0.0105714	-3.24457e+07
0.00657143	0.0111429	-2.35746e+07
0.00657143	0.0117143	-8.92549e+06

0.00714286	0.000285714	-8.91383e+06
0.00714286	0.000857143	-2.34425e+07
0.00714286	0.00142857	-3.21621e+07
0.00714286	0.002	-3.75438e+07
0.00714286	0.00257143	-4.148e+07
0.00714286	0.00314286	-4.43787e+07
0.00714286	0.00371429	-4.65314e+07
0.00714286	0.00428571	-4.80857e+07
0.00714286	0.00485714	-4.91387e+07
0.00714286	0.00542857	-4.97488e+07
0.00714286	0.006	-4.9947e+07
0.00714286	0.00657143	-4.97488e+07
0.00714286	0.00714286	-4.91387e+07
0.00714286	0.00771429	-4.80857e+07
0.00714286	0.00828571	-4.65314e+07
0.00714286	0.00885714	-4.43787e+07
0.00714286	0.00942857	-4.148e+07
0.00714286	0.01	-3.75438e+07
0.00714286	0.0105714	-3.21621e+07
0.00714286	0.0111429	-2.34425e+07
0.00714286	0.0117143	-8.91383e+06

0.00771429	0.000285714	-8.90217e+06
0.00771429	0.000857143	-2.32249e+07
0.00771429	0.00142857	-3.16725e+07
0.00771429	0.002	-3.69026e+07
0.00771429	0.00257143	-4.07106e+07
0.00771429	0.00314286	-4.35083e+07
0.00771429	0.00371429	-4.55794e+07
0.00771429	0.00428571	-4.70754e+07
0.00771429	0.00485714	-4.80857e+07
0.00771429	0.00542857	-4.86686e+07
0.00771429	0.006	-4.8859e+07
0.00771429	0.00657143	-4.86686e+07
0.00771429	0.00714286	-4.80857e+07
0.00771429	0.00771429	-4.70754e+07
0.00771429	0.00828571	-4.55794e+07
0.00771429	0.00885714	-4.35083e+07
0.00771429	0.00942857	-4.07106e+07
0.00771429	0.01	-3.69026e+07
0.00771429	0.0105714	-3.16725e+07
0.00771429	0.0111429	-2.3221e+07
0.00771429	0.0117143	-8.89829e+06

0.00828571	0.000285714	-8.87497e+06
0.00828571	0.000857143	-2.28907e+07
0.00828571	0.00142857	-3.09419e+07
0.00828571	0.002	-3.59506e+07
0.00828571	0.00257143	-3.95682e+07
0.00828571	0.00314286	-4.22183e+07
0.00828571	0.00371429	-4.41728e+07
0.00828571	0.00428571	-4.55794e+07
0.00828571	0.00485714	-4.65314e+07
0.00828571	0.00542857	-4.70793e+07
0.00828571	0.006	-4.72581e+07
0.00828571	0.00657143	-4.70793e+07
0.00828571	0.00714286	-4.65314e+07
0.00828571	0.00771429	-4.55794e+07
0.00828571	0.00828571	-4.41728e+07
0.00828571	0.00885714	-4.22183e+07
0.00828571	0.00942857	-3.95682e+07
0.00828571	0.01	-3.59506e+07
0.00828571	0.0105714	-3.09419e+07
0.00828571	0.0111429	-2.28907e+07
0.00828571	0.0117143	-8.87497e+06

0.00885714	0.000285714	-8.84e+06
0.00885714	0.000857143	-2.24206e+07
0.00885714	0.00142857	-2.99083e+07
0.00885714	0.002	-3.46062e+07
0.00885714	0.00257143	-3.79673e+07
0.00885714	0.00314286	-4.04192e+07
0.00885714	0.00371429	-4.22183e+07
0.00885714	0.00428571	-4.35083e+07
0.00885714	0.00485714	-4.43787e+07
0.00885714	0.00542857	-4.488e+07
0.00885714	0.006	-4.50432e+07
0.00885714	0.00657143	-4.488e+07
0.00885714	0.00714286	-4.43787e+07
0.00885714	0.00771429	-4.35083e+07
0.00885714	0.00828571	-4.22183e+07
0.00885714	0.00885714	-4.04192e+07
0.00885714	0.00942857	-3.79673e+07
0.00885714	0.01	-3.46062e+07
0.00885714	0.0105714	-2.99083e+07
0.00885714	0.0111429	-2.24206e+07
0.00885714	0.0117143	-8.84e+06

0.00942857	0.000285714	-8.77394e+06
0.00942857	0.000857143	-2.17483e+07
0.00942857	0.00142857	-2.84745e+07
0.00942857	0.002	-3.27527e+07
0.00942857	0.00257143	-3.57719e+07
0.00942857	0.00314286	-3.79673e+07
0.00942857	0.00371429	-3.95682e+07
0.00942857	0.00428571	-4.07106e+07
0.00942857	0.00485714	-4.148e+07
0.00942857	0.00542857	-4.1923e+07
0.00942857	0.006	-4.20667e+07
0.00942857	0.00657143	-4.1923e+07
0.00942857	0.00714286	-4.148e+07
0.00942857	0.00771429	-4.07106e+07
0.00942857	0.00828571	-3.95682e+07
0.00942857	0.00885714	-3.79673e+07
0.00942857	0.00942857	-3.57719e+07
0.00942857	0.01	-3.27527e+07
0.00942857	0.0105714	-2.84745e+07
0.00942857	0.0111429	-2.17483e+07
0.00942857	0.0117143	-8.77394e+06

0.01	0.000285714	-8.66903e+06
0.01	0.000857143	-2.07886e+07
0.01	0.00142857	-2.64695e+07
0.01	0.002	-3.0192e+07
0.01	0.00257143	-3.27527e+07
0.01	0.00314286	-3.46062e+07
0.01	0.00371429	-3.59506e+07
0.01	0.00428571	-3.69026e+07
0.01	0.00485714	-3.75438e+07
0.01	0.00542857	-3.79129e+07
0.01	0.006	-3.80334e+07
0.01	0.00657143	-3.79129e+07
0.01	0.00714286	-3.75438e+07
0.01	0.00771429	-3.69026e+07
0.01	0.00828571	-3.59506e+07
0.01	0.00885714	-3.46062e+07
0.01	0.00942857	-3.27527e+07
0.01	0.01	-3.0192e+07
0.01	0.0105714	-2.64695e+07
0.01	0.0111429	-2.07886e+07
0.01	0.0117143	-8.66903e+06

0.0105714	0.000285714	-8.28046e+06
0.0105714	0.000857143	-1.90866e+07
0.0105714	0.00142857	-2.34542e+07
0.0105714	0.002	-2.64695e+07
0.0105714	0.00257143	-2.84745e+07
0.0105714	0.00314286	-2.99083e+07
0.0105714	0.00371429	-3.09419e+07
0.0105714	0.00428571	-3.16725e+07
0.0105714	0.00485714	-3.21621e+07
0.0105714	0.00542857	-3.24457e+07
0.0105714	0.006	-3.2539e+07
0.0105714	0.00657143	-3.24457e+07
0.0105714	0.00714286	-3.21621e+07
0.0105714	0.00771429	-3.16725e+07
0.0105714	0.00828571	-3.09419e+07
0.0105714	0.00885714	-2.99083e+07
0.0105714	0.00942857	-2.84745e+07
0.0105714	0.01	-2.64695e+07
0.0105714	0.0105714	-2.34542e+07
0.0105714	0.0111429	-1.90866e+07
0.0105714	0.0117143	-8.28046e+06

0.0111429	0.000285714	-7.32069e+06
0.0111429	0.000857143	-1.62928e+07
0.0111429	0.00142857	-1.90866e+07
0.0111429	0.002	-2.07886e+07
0.0111429	0.00257143	-2.17483e+07
0.0111429	0.00314286	-2.24206e+07
0.0111429	0.00371429	-2.28907e+07
0.0111429	0.00428571	-2.3221e+07
0.0111429	0.00485714	-2.34425e+07
0.0111429	0.00542857	-2.35707e+07
0.0111429	0.006	-2.36135e+07
0.0111429	0.00657143	-2.35746e+07
0.0111429	0.00714286	-2.34425e+07
0.0111429	0.00771429	-2.3221e+07
0.0111429	0.00828571	-2.28907e+07
0.0111429	0.00885714	-2.24206e+07
0.0111429	0.00942857	-2.17483e+07
0.0111429	0.01	-2.07886e+07
0.0111429	0.0105714	-1.90866e+07
0.0111429	0.0111429	-1.62928e+07
0.0111429	0.0117143	-7.32069e+06

0.0117143	0.000285714	-3.3456e+06
0.0117143	0.000857143	-7.32069e+06
0.0117143	0.00142857	-8.28046e+06
0.0117143	0.002	-8.66903e+06
0.0117143	0.00257143	-8.77394e+06
0.0117143	0.00314286	-8.84e+06
0.0117143	0.00371429	-8.87497e+06
0.0117143	0.00428571	-8.89829e+06
0.0117143	0.00485714	-8.91383e+06
0.0117143	0.00542857	-8.9216e+06
0.0117143	0.006	-8.92549e+06
0.0117143	0.00657143	-8.92549e+06
0.0117143	0.00714286	-8.91383e+06
0.0117143	0.00771429	-8.89829e+06
0.0117143	0.00828571	-8.87497e+06
0.0117143	0.00885714	-8.84e+06
0.0117143	0.00942857	-8.77394e+06
0.0117143	0.01	-8.66903e+06
0.0117143	0.0105714	-8.28046e+06
0.0117143	0.0111429	-7.32069e+06
0.0117143	0.0117143	-3.3456e+06


0.000285714	0.000285714	-3.3456e+06
0.000857143	0.000285714	-7.32069e+06
0.00142857	0.000285714	-8.28046e+06
0.002	0.000285714	-8.66903e+06
0.00257143	0.000285714	-8.77394e+06
0.00314286	0.000285714	-8.84e+06
0.00371429	0.000285714	-8.87497e+06
0.00428571	0.000285714	-8.89829e+06
0.00485714	0.000285714	-8.91383e+06
0.00542857	0.000285714	-8.9216e+06
0.006	0.000285714	-8.92549e+06
0.00657143	0.000285714	-8.9216e+06
0.00714286	0.000285714	-8.91383e+06
0.00771429	0.000285714	-8.90217e+06
0.00828571	0.000285714	-8.87497e+06
0.00885714	0.000285714	-8.84e+06
0.00942857	0.000285714	-8.77394e+06
0.01	0.000285714	-8.66903e+06
0.0105714	0.000285714	-8.28046e+06
0.0111429	0.000285714	-7.32069e+06
0.0117143	0.000285714	-3.3456e+06

0.000285714	0.000857143	-7.32069e+06
0.000857143	0.000857143	-1.62928e+07
0.00142857	0.000857143	-1.90866e+07
0.002	0.000857143	-2.07886e+07
0.00257143	0.000857143	-2.17483e+07
0.00314286	0.000857143	-2.24206e+07
0.00371429	0.000857143	-2.28907e+07
0.00428571	0.000857143	-2.3221e+07
0.00485714	0.000857143	-2.34425e+07
0.00542857	0.000857143	-2.35707e+07
0.006	0.000857143	-2.36135e+07
0.00657143	0.000857143	-2.35707e+07
0.00714286	0.000857143	-2.34425e+07
0.00771429	0.000857143	-2.32249e+07
0.00828571	0.000857143	-2.28907e+07
0.00885714	0.000857143	-2.24206e+07
0.00942857	0.000857143	-2.17483e+07
0.01	0.000857143	-2.07886e+07
0.0105714	0.000857143	-1.90866e+07
0.0111429	0.000857143	-1.62928e+07
0.0117143	0.000857143	-7.32069e+06

0.000285714	0.00142857	-8.28046e+06
0.000857143	0.00142857	-1.90866e+07
0.00142857	0.00142857	-2.34542e+07
0.002	0.00142857	-2.64695e+07
0.00257143	0.00142857	-2.84745e+07
0.00314286	0.00142857	-2.99083e+07
0.00371429	0.00142857	-3.09419e+07
0.00428571	0.00142857	-3.16725e+07
0.00485714	0.00142857	-3.21621e+07
0.00542857	0.00142857	-3.24457e+07
0.006	0.00142857	-3.2539e+07
0.00657143	0.00142857	-3.24457e+07
0.00714286	0.00142857	-3.21621e+07
0.00771429	0.00142857	-3.16725e+07
0.00828571	0.00142857	-3.09419e+07
0.00885714	0.00142857	-2.99083e+07
0.00942857	0.00142857	-2.84745e+07
0.01	0.00142857	-2.64695e+07
0.0105714	0.00142857	-2.34542e+07
0.0111429	0.00142857	-1.90866e+07
0.0117143	0.00142857	-8.28046e+06

0.000285714	0.002	-8.66903e+06
0.000857143	0.002	-2.07886e+07
0.00142857	0.002	-2.64695e+07
0.002	0.002	-3.0192e+07
0.00257143	0.002	-3.27527e+07
0.00314286	0.002	-3.46062e+07
0.00371429	0.002	-3.59506e+07
0.00428571	0.002	-3.69026e+07
0.00485714	0.002	-3.75438e+07
0.00542857	0.002	-3.79129e+07
0.006	0.002	-3.80334e+07
0.00657143	0.002	-3.79129e+07
0.00714286	0.002	-3.75438e+07
0.00771429	0.002	-3.69026e+07
0.00828571	0.002	-3.59506e+07
0.00885714	0.002	-3.46062e+07
0.00942857	0.002	-3.27527e+07
0.01	0.002	-3.0192e+07
0.0105714	0.002	-2.64695e+07
0.0111429	0.002	-2.07886e+07
0.0117143	0.002	-8.66903e+06

0.000285714	0.00257143	-8.77394e+06
0.000857143	0.00257143	-2.17483e+07
0.00142857	0.00257143	-2.84745e+07
0.002	0.00257143	-3.27527e+07
0.00257143	0.00257143	-3.57719e+07
0.00314286	0.00257143	-3.79673e+07
0.00371429	0.00257143	-3.95682e+07
0.00428571	0.00257143	-4.07106e+07
0.00485714	0.00257143	-4.148e+07
0.00542857	0.00257143	-4.1923e+07
0.006	0.00257143	-4.20667e+07
0.00657143	0.00257143	-4.1923e+07
0.00714286	0.00257143	-4.148e+07
0.00771429	0.00257143	-4.07106e+07
0.00828571	0.00257143	-3.95682e+07
0.00885714	0.00257143	-3.79673e+07
0.00942857	0.00257143	-3.57719e+07
0.01	0.00257143	-3.27527e+07
0.0105714	0.00257143	-2.84745e+07
0.0111429	0.00257143	-2.17483e+07
0.0117143	0.00257143	-8.77394e+06

0.000285714	0.00314286	-8.84e+06
0.000857143	0.00314286	-2.24206e+07
0.00142857	0.00314286	-2.99083e+07
0.002	0.00314286	-3.46062e+07
0.00257143	0.00314286	-3.79673e+07
0.00314286	0.00314286	-4.04192e+07
0.00371429	0.00314286	-4.22183e+07
0.00428571	0.00314286	-4.35083e+07
0.00485714	0.00314286	-4.43787e+07
0.00542857	0.00314286	-4.488e+07
0.006	0.00314286	-4.50432e+07
0.00657143	0.00314286	-4.488e+07
0.00714286	0.00314286	-4.43787e+07
0.00771429	0.00314286	-4.35083e+07
0.00828571	0.00314286	-4.22183e+07
0.00885714	0.00314286	-4.04192e+07
0.00942857	0.00314286	-3.79673e+07
0.01	0.00314286	-3.46062e+07
0.0105714	0.00314286	-2.99083e+07
0.0111429	0.00314286	-2.24206e+07
0.0117143	0.00314286	-8.84e+06

0.000285714	0.00371429	-8.87497e+06
0.000857143	0.00371429	-2.28907e+07
0.00142857	0.00371429	-3.09419e+07
0.002	0.00371429	-3.59506e+07
0.00257143	0.00371429	-3.95682e+07
0.00314286	0.00371429	-4.22183e+07
0.00371429	0.00371429	-4.41728e+07
0.00428571	0.00371429	-4.55794e+07
0.00485714	0.00371429	-4.65314e+07
0.00542857	0.00371429	-4.70793e+07
0.006	0.00371429	-4.72581e+07
0.00657143	0.00371429	-4.70793e+07
0.00714286	0.00371429	-4.65314e+07
0.00771429	0.00371429	-4.55794e+07
0.00828571	0.00371429	-4.41728e+07
0.00885714	0.00371429	-4.22183e+07
0.00942857	0.00371429	-3.95682e+07
0.01	0.00371429	-3.59506e+07
0.0105714	0.00371429	-3.09419e+07
0.0111429	0.00371429	-2.28907e+07
0.0117143	0.00371429	-8.87497e+06

0.000285714	0.00428571	-8.89829e+06
0.000857143	0.00428571	-2.3221e+07
0.00142857	0.00428571	-3.16725e+07
0.002	0.00428571	-3.69026e+07
0.00257143	0.00428571	-4.07106e+07
0.00314286	0.00428571	-4.35083e+07
0.00371429	0.00428571	-4.55794e+07
0.00428571	0.00428571	-4.70754e+07
0.00485714	0.00428571	-4.80857e+07
0.00542857	0.00428571	-4.86686e+07
0.006	0.00428571	-4.8859e+07
0.00657143	0.00428571	-4.86686e+07
0.00714286	0.00428571	-4.80857e+07
0.00771429	0.00428571	-4.70754e+07
0.00828571	0.00428571	-4.55794e+07
0.00885714	0.00428571	-4.35083e+07
0.00942857	0.00428571	-4.07106e+07
0.01	0.00428571	-3.69026e+07
0.0105714	0.00428571	-3.16725e+07
0.0111429	0.00428571	-2.3221e+07
0.0117143	0.00428571	-8.89829e+06

0.000285714	0.00485714	-8.91383e+06
0.000857143	0.00485714	-2.34425e+07
0.00142857	0.00485714	-3.21621e+07
0.002	0.00485714	-3.75438e+07
0.00257143	0.00485714	-4.148e+07
0.00314286	0.00485714	-4.43787e+07
0.00371429	0.00485714	-4.65314e+07
0.00428571	0.00485714	-4.80857e+07
0.00485714	0.00485714	-4.91387e+07
0.00542857	0.00485714	-4.97488e+07
0.006	0.00485714	-4.9947e+07
0.00657143	0.00485714	-4.97488e+07
0.00714286	0.00485714	-4.91387e+07
0.00771429	0.00485714	-4.80857e+07
0.00828571	0.00485714	-4.65314e+07
0.00885714	0.00485714	-4.43787e+07
0.00942857	0.00485714	-4.148e+07
0.01	0.00485714	-3.75438e+07
0.0105714	0.00485714	-3.21621e+07
0.0111429	0.00485714	-2.34425e+07
0.0117143	0.00485714	-8.91383e+06

0.000285714	0.00542857	-8.9216e+06
0.000857143	0.00542857	-2.35707e+07
0.00142857	0.00542857	-3.24457e+07
0.002	0.00542857	-3.79129e+07
0.00257143	0.00542857	-4.1923e+07
0.00314286	0.00542857	-4.488e+07
0.00371429	0.00542857	-4.70793e+07
0.00428571	0.00542857	-4.86686e+07
0.00485714	0.00542857	-4.97488e+07
0.00542857	0.00542857	-5.03744e+07
0.006	0.00542857	-5.05765e+07
0.00657143	0.00542857	-5.03744e+07
0.00714286	0.00542857	-4.97488e+07
0.00771429	0.00542857	-4.86686e+07
0.00828571	0.00542857	-4.70793e+07
0.00885714	0.00542857	-4.488e+07
0.00942857	0.00542857	-4.1923e+07
0.01	0.00542857	-3.79129e+07
0.0105714	0.00542857	-3.24457e+07
0.0111429	0.00542857	-2.35707e+07
0.0117143	0.00542857	-8.9216e+06

0.000285714	0.006	-8.92549e+06
0.000857143	0.006	-2.36135e+07
0.00142857	0.006	-3.2539e+07
0.002	0.006	-3.80334e+07
0.00257143	0.006	-4.20667e+07
0.00314286	0.006	-4.50432e+07
0.00371429	0.006	-4.72581e+07
0.00428571	0.006	-4.8859e+07
0.00485714	0.006	-4.9947e+07
0.00542857	0.006	-5.05765e+07
0.006	0.006	-5.07785e+07
0.00657143	0.006	-5.05765e+07
0.00714286	0.006	-4.9947e+07
0.00771429	0.006	-4.8859e+07
0.00828571	0.006	-4.72581e+07
0.00885714	0.006	-4.50432e+07
0.00942857	0.006	-4.20667e+07
0.01	0.006	-3.80334e+07
0.0105714	0.006	-3.2539e+07
0.0111429	0.006	-2.36135e+07
0.0117143	0.006	-8.92549e+06

0.000285714	0.00657143	-8.9216e+06
0.000857143	0.00657143	-2.35707e+07
0.00142857	0.00657143	-3.24457e+07
0.002	0.00657143	-3.79129e+07
0.00257143	0.00657143	-4.1923e+07
0.00314286	0.00657143	-4.488e+07
0.00371429	0.00657143	-4.70793e+07
0.00428571	0.00657143	-4.86686e+07
0.00485714	0.00657143	-4.97488e+07
0.00542857	0.00657143	-5.03744e+07
0.006	0.00657143	-5.05765e+07
0.00657143	0.00657143	-5.03744e+07
0.00714286	0.00657143	-4.97488e+07
